,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,Sub-task B,Y
2192,0.01923090405762196,0.01923090405762196,0.01923090405762196,0.01923090405762196,0.01923090405762196,0.01923090405762196,0.01923090405762196,0.5192273855209351,0.01923090405762196,0.01923090405762196,0.01923090405762196,0.01923090405762196,0.01923090405762196,0.01923090405762196,0.01923090405762196,0.01923090405762196,0.01923090405762196,0.01923090405762196,0.01923090405762196,0.01923090405762196,0.01923090405762196,0.01923090405762196,0.01923090405762196,0.01923090405762196,0.01923090405762196,0.01923090405762196,33,4,1,NAG
4942,0.01923077926039696,0.01923077926039696,0.01923077926039696,0.01923077926039696,0.01923077926039696,0.01923077926039696,0.01923077926039696,0.01923077926039696,0.01923077926039696,0.01923077926039696,0.01923077926039696,0.01923077926039696,0.01923077926039696,0.01923077926039696,0.01923077926039696,0.01923077926039696,0.01923077926039696,0.01923077926039696,0.01923077926039696,0.01923077926039696,0.01923077926039696,0.01923077926039696,0.01923077926039696,0.01923077926039696,0.5192304849624634,0.01923077926039696,21,3,1,NAG
1525,0.019230840727686882,0.019230840727686882,0.019230840727686882,0.5192289352416992,0.019230840727686882,0.019230840727686882,0.019230840727686882,0.019230840727686882,0.019230840727686882,0.019230840727686882,0.019230840727686882,0.019230840727686882,0.019230840727686882,0.019230840727686882,0.019230840727686882,0.019230840727686882,0.019230840727686882,0.019230840727686882,0.019230840727686882,0.019230840727686882,0.019230840727686882,0.019230840727686882,0.019230840727686882,0.019230840727686882,0.019230840727686882,0.019230840727686882,10,2,0,NAG
443,0.009615480899810793,0.5096168518066406,0.009615480899810793,0.009615480899810793,0.009615480899810793,0.009615480899810793,0.009615480899810793,0.009615480899810793,0.009615480899810793,0.009615480899810793,0.009615480899810793,0.009615480899810793,0.009615480899810793,0.009615480899810793,0.009615480899810793,0.009615480899810793,0.009615480899810793,0.009615480899810793,0.009615480899810793,0.009615480899810793,0.009615480899810793,0.2596116364002228,0.009615480899810793,0.009615480899810793,0.009615480899810793,0.009615480899810793,66,9,1,OAG
5041,0.00549465324729681,0.14834454655647278,0.00549465324729681,0.00549465324729681,0.00549465324729681,0.00549465324729681,0.00549465324729681,0.00549465324729681,0.00549465324729681,0.00549465324729681,0.00549465324729681,0.00549465324729681,0.00549465324729681,0.00549465324729681,0.00549465324729681,0.00549465324729681,0.00549465324729681,0.00549465324729681,0.00549465324729681,0.00549465324729681,0.2912113070487976,0.2912147343158722,0.00549465324729681,0.00549465324729681,0.00549465324729681,0.14834706485271454,165,10,1,CAG
4532,0.0054946434684097776,0.16073282063007355,0.0054946434684097776,0.0054946434684097776,0.0054946434684097776,0.0054946434684097776,0.0054946434684097776,0.0054946434684097776,0.0054946434684097776,0.0054946434684097776,0.0054946434684097776,0.0054946434684097776,0.0054946434684097776,0.0054946434684097776,0.0054946434684097776,0.0054946434684097776,0.0054946434684097776,0.34177353978157043,0.2282586842775345,0.0054946434684097776,0.0054946434684097776,0.0054946434684097776,0.0054946434684097776,0.0054946434684097776,0.14835283160209656,0.0054946434684097776,62,11,1,CAG
4494,0.0054946308955550185,0.2912079691886902,0.0054946308955550185,0.0054946308955550185,0.0054946308955550185,0.0054946308955550185,0.0054946308955550185,0.0054946308955550185,0.0054946308955550185,0.0054946308955550185,0.0054946308955550185,0.0054946308955550185,0.0054946308955550185,0.0054946308955550185,0.14835156500339508,0.0054946308955550185,0.0054946308955550185,0.0054946308955550185,0.0054946308955550185,0.1483524888753891,0.0054946308955550185,0.0054946308955550185,0.0054946308955550185,0.0054946308955550185,0.1483525037765503,0.14834821224212644,81,11,1,OAG
4671,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,11,2,1,OAG
4088,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,8,1,1,NAG
2973,0.019230961799621586,0.019230961799621586,0.019230961799621586,0.019230961799621586,0.019230961799621586,0.019230961799621586,0.019230961799621586,0.019230961799621586,0.019230961799621586,0.019230961799621586,0.019230961799621586,0.019230961799621586,0.019230961799621586,0.019230961799621586,0.019230961799621586,0.019230961799621586,0.019230961799621586,0.019230961799621586,0.019230961799621586,0.019230961799621586,0.019230961799621586,0.019230961799621586,0.5192258954048157,0.019230961799621586,0.019230961799621586,0.019230961799621586,5,1,1,NAG
5131,0.002564237918704748,0.002564237918704748,0.002564237918704748,0.002564237918704748,0.13590161502361298,0.1358928084373474,0.002564237918704748,0.002564237918704748,0.06921392679214478,0.002564237918704748,0.002564237918704748,0.002564237918704748,0.002564237918704748,0.13589653372764587,0.002564237918704748,0.002564237918704748,0.26923951506614685,0.2025708258152008,0.002564237918704748,0.002564237918704748,0.002564237918704748,0.002564237918704748,0.002564237918704748,0.002564237918704748,0.002564237918704748,0.002564237918704748,134,22,1,OAG
430,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.5192304253578186,0.019230782985687256,0.019230782985687256,0.019230782985687256,26,4,1,NAG
1195,0.012820716015994549,0.012820716015994549,0.012820716015994549,0.012820716015994549,0.346149742603302,0.012820716015994549,0.012820716015994549,0.012820716015994549,0.012820716015994549,0.012820716015994549,0.012820716015994549,0.012820716015994549,0.012820716015994549,0.012820716015994549,0.012820716015994549,0.012820716015994549,0.012820716015994549,0.012820716015994549,0.012820716015994549,0.012820716015994549,0.34615305066108704,0.012820716015994549,0.012820716015994549,0.012820716015994549,0.012820716015994549,0.012820716015994549,24,3,1,OAG
3597,0.019230803474783897,0.019230803474783897,0.019230803474783897,0.019230803474783897,0.019230803474783897,0.019230803474783897,0.019230803474783897,0.019230803474783897,0.019230803474783897,0.019230803474783897,0.019230803474783897,0.019230803474783897,0.019230803474783897,0.019230803474783897,0.019230803474783897,0.5192298889160156,0.019230803474783897,0.019230803474783897,0.019230803474783897,0.019230803474783897,0.019230803474783897,0.019230803474783897,0.019230803474783897,0.019230803474783897,0.019230803474783897,0.019230803474783897,34,4,1,NAG
2488,0.007692529354244471,0.20769481360912326,0.20768392086029053,0.007692529354244471,0.007692529354244471,0.007692529354244471,0.007692529354244471,0.007692529354244471,0.007692529354244471,0.007692529354244471,0.007692529354244471,0.007692529354244471,0.007692529354244471,0.007692529354244471,0.007692529354244471,0.007692529354244471,0.007692529354244471,0.007692529354244471,0.007692529354244471,0.007692529354244471,0.007692529354244471,0.007692529354244471,0.20768792927265167,0.007692529354244471,0.20769770443439484,0.007692529354244471,29,4,1,NAG
495,0.009615564718842506,0.009615564718842506,0.009615564718842506,0.009615564718842506,0.009615564718842506,0.009615564718842506,0.009615564718842506,0.009615564718842506,0.009615564718842506,0.009615564718842506,0.009615564718842506,0.009615564718842506,0.009615564718842506,0.5096185207366943,0.009615564718842506,0.009615564718842506,0.009615564718842506,0.009615564718842506,0.009615564718842506,0.009615564718842506,0.2596079409122467,0.009615564718842506,0.009615564718842506,0.009615564718842506,0.009615564718842506,0.009615564718842506,36,4,1,CAG
1437,0.1730760931968689,0.0064103612676262856,0.0064103612676262856,0.0064103612676262856,0.0064103612676262856,0.0064103612676262856,0.0064103612676262856,0.5064126849174501,0.0064103612676262856,0.0064103612676262856,0.0064103612676262856,0.0064103612676262856,0.0064103612676262856,0.0064103612676262856,0.0064103612676262856,0.0064103612676262856,0.0064103612676262856,0.0064103612676262856,0.0064103612676262856,0.0064103612676262856,0.0064103612676262856,0.173072949051857,0.0064103612676262856,0.0064103612676262856,0.0064103612676262856,0.0064103612676262856,81,13,1,NAG
5316,0.01923079788684845,0.01923079788684845,0.01923079788684845,0.01923079788684845,0.01923079788684845,0.01923079788684845,0.01923079788684845,0.01923079788684845,0.01923079788684845,0.01923079788684845,0.01923079788684845,0.01923079788684845,0.5192300081253052,0.01923079788684845,0.01923079788684845,0.01923079788684845,0.01923079788684845,0.01923079788684845,0.01923079788684845,0.01923079788684845,0.01923079788684845,0.01923079788684845,0.01923079788684845,0.01923079788684845,0.01923079788684845,0.01923079788684845,4,1,1,NAG
2543,0.0064103398472070685,0.0064103398472070685,0.0064103398472070685,0.0064103398472070685,0.0064103398472070685,0.0064103398472070685,0.0064103398472070685,0.0064103398472070685,0.17307528853416446,0.0064103398472070685,0.0064103398472070685,0.0064103398472070685,0.0064103398472070685,0.0064103398472070685,0.0064103398472070685,0.0064103398472070685,0.0064103398472070685,0.0064103398472070685,0.0064103398472070685,0.0064103398472070685,0.0064103398472070685,0.3397418558597565,0.0064103398472070685,0.33974507451057434,0.0064103398472070685,0.0064103398472070685,70,10,1,NAG
3186,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,42,4,1,NAG
2133,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,13,2,1,NAG
1919,0.012820595875382423,0.012820595875382423,0.012820595875382423,0.012820595875382423,0.012820595875382423,0.012820595875382423,0.012820595875382423,0.012820595875382423,0.012820595875382423,0.012820595875382423,0.3461523056030273,0.012820595875382423,0.012820595875382423,0.012820595875382423,0.012820595875382423,0.012820595875382423,0.012820595875382423,0.012820595875382423,0.012820595875382423,0.012820595875382423,0.012820595875382423,0.012820595875382423,0.012820595875382423,0.012820595875382423,0.3461533784866333,0.012820595875382423,8,2,1,NAG
3111,0.11538023501634598,0.0042737158946692935,0.0042737158946692935,0.0042737158946692935,0.0042737158946692935,0.0042737158946692935,0.0042737158946692935,0.0042737158946692935,0.0042737158946692935,0.0042737158946692935,0.0042737158946692935,0.2265001684427261,0.11537638306617735,0.3312346339225769,0.0042737158946692935,0.0042737158946692935,0.0042737158946692935,0.0042737158946692935,0.0042737158946692935,0.0042737158946692935,0.12176056206226347,0.0042737158946692935,0.0042737158946692935,0.0042737158946692935,0.0042737158946692935,0.0042737158946692935,89,14,1,CAG
4581,0.006410298869013786,0.006410298869013786,0.006410298869013786,0.006410298869013786,0.006410298869013786,0.006410298869013786,0.006410298869013786,0.006410298869013786,0.006410298869013786,0.5064104199409485,0.006410298869013786,0.006410298869013786,0.006410298869013786,0.006410298869013786,0.006410298869013786,0.006410298869013786,0.006410298869013786,0.006410298869013786,0.006410298869013786,0.006410298869013786,0.17307542264461515,0.006410298869013786,0.17307725548744202,0.006410298869013786,0.006410298869013786,0.006410298869013786,30,5,1,NAG
1268,0.0128205930814147,0.0128205930814147,0.346152663230896,0.0128205930814147,0.0128205930814147,0.0128205930814147,0.0128205930814147,0.3461531400680542,0.0128205930814147,0.0128205930814147,0.0128205930814147,0.0128205930814147,0.0128205930814147,0.0128205930814147,0.0128205930814147,0.0128205930814147,0.0128205930814147,0.0128205930814147,0.0128205930814147,0.0128205930814147,0.0128205930814147,0.0128205930814147,0.0128205930814147,0.0128205930814147,0.0128205930814147,0.0128205930814147,9,2,1,NAG
4258,0.004273638129234314,0.004273638129234314,0.004273638129234314,0.004273638129234314,0.004273638129234314,0.004273638129234314,0.3275739848613739,0.004273638129234314,0.004273638129234314,0.004273638129234314,0.004273638129234314,0.004273638129234314,0.004273638129234314,0.11538437008857727,0.004273638129234314,0.004273638129234314,0.004273638129234314,0.11537859588861465,0.004273638129234314,0.004273638129234314,0.004273638129234314,0.11538637429475786,0.004273638129234314,0.004273638129234314,0.11538431793451308,0.12541958689689636,170,26,0,OAG
5059,0.019230907782912254,0.019230907782912254,0.019230907782912254,0.019230907782912254,0.019230907782912254,0.019230907782912254,0.019230907782912254,0.019230907782912254,0.019230907782912254,0.019230907782912254,0.019230907782912254,0.019230907782912254,0.019230907782912254,0.5192272663116455,0.019230907782912254,0.019230907782912254,0.019230907782912254,0.019230907782912254,0.019230907782912254,0.019230907782912254,0.019230907782912254,0.019230907782912254,0.019230907782912254,0.019230907782912254,0.019230907782912254,0.019230907782912254,39,6,1,NAG
5119,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.5192304253578186,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,4,1,1,NAG
54,0.6730801463127136,0.17307095229625702,0.006410371977835894,0.006410371977835894,0.006410371977835894,0.006410371977835894,0.006410371977835894,0.006410371977835894,0.006410371977835894,0.006410371977835894,0.006410371977835894,0.006410371977835894,0.006410371977835894,0.006410371977835894,0.006410371977835894,0.006410371977835894,0.006410371977835894,0.006410371977835894,0.006410371977835894,0.006410371977835894,0.006410371977835894,0.006410371977835894,0.006410371977835894,0.006410371977835894,0.006410371977835894,0.006410371977835894,92,13,1,OAG
3475,0.012820658273994923,0.012820658273994923,0.012820658273994923,0.012820658273994923,0.012820658273994923,0.012820658273994923,0.012820658273994923,0.012820658273994923,0.012820658273994923,0.012820658273994923,0.012820658273994923,0.012820658273994923,0.012820658273994923,0.012820658273994923,0.012820658273994923,0.012820658273994923,0.012820658273994923,0.012820658273994923,0.012820658273994923,0.012820658273994923,0.012820658273994923,0.012820658273994923,0.012820658273994923,0.3461470603942871,0.3461571633815765,0.012820658273994923,27,3,1,NAG
2712,0.009615480899810793,0.009615480899810793,0.009615480899810793,0.009615480899810793,0.009615480899810793,0.009615480899810793,0.009615480899810793,0.009615480899810793,0.009615480899810793,0.5096157789230347,0.009615480899810793,0.009615480899810793,0.009615480899810793,0.009615480899810793,0.009615480899810793,0.009615480899810793,0.25961267948150635,0.009615480899810793,0.009615480899810793,0.009615480899810793,0.009615480899810793,0.009615480899810793,0.009615480899810793,0.009615480899810793,0.009615480899810793,0.009615480899810793,34,4,1,CAG
4987,0.012820672243833542,0.012820672243833542,0.3461481034755707,0.3461557924747467,0.012820672243833542,0.012820672243833542,0.012820672243833542,0.012820672243833542,0.012820672243833542,0.012820672243833542,0.012820672243833542,0.012820672243833542,0.012820672243833542,0.012820672243833542,0.012820672243833542,0.012820672243833542,0.012820672243833542,0.012820672243833542,0.012820672243833542,0.012820672243833542,0.012820672243833542,0.012820672243833542,0.012820672243833542,0.012820672243833542,0.012820672243833542,0.012820672243833542,44,5,0,OAG
1676,0.019230931997299198,0.5192266702651978,0.019230931997299198,0.019230931997299198,0.019230931997299198,0.019230931997299198,0.019230931997299198,0.019230931997299198,0.019230931997299198,0.019230931997299198,0.019230931997299198,0.019230931997299198,0.019230931997299198,0.019230931997299198,0.019230931997299198,0.019230931997299198,0.019230931997299198,0.019230931997299198,0.019230931997299198,0.019230931997299198,0.019230931997299198,0.019230931997299198,0.019230931997299198,0.019230931997299198,0.019230931997299198,0.019230931997299198,46,6,1,NAG
4223,0.012820549309253693,0.012820549309253693,0.012820549309253693,0.012820549309253693,0.012820549309253693,0.012820549309253693,0.012820549309253693,0.012820549309253693,0.012820549309253693,0.6794862747192383,0.012820549309253693,0.012820549309253693,0.012820549309253693,0.012820549309253693,0.012820549309253693,0.012820549309253693,0.012820549309253693,0.012820549309253693,0.012820549309253693,0.012820549309253693,0.012820549309253693,0.012820549309253693,0.012820549309253693,0.012820549309253693,0.012820549309253693,0.012820549309253693,9,2,1,NAG
3767,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,4,1,1,NAG
4406,0.007692452520132066,0.007692452520132066,0.007692452520132066,0.007692452520132066,0.007692452520132066,0.007692452520132066,0.007692452520132066,0.20768794417381287,0.007692452520132066,0.007692452520132066,0.007692452520132066,0.4076932370662689,0.007692452520132066,0.2076924294233322,0.007692452520132066,0.007692452520132066,0.007692452520132066,0.007692452520132066,0.007692452520132066,0.007692452520132066,0.007692452520132066,0.007692452520132066,0.007692452520132066,0.007692452520132066,0.007692452520132066,0.007692452520132066,21,4,1,NAG
632,0.0038462516386061907,0.0038462516386061907,0.0038462516386061907,0.0038462516386061907,0.10383343696594237,0.0038462516386061907,0.0038462516386061907,0.1038464531302452,0.0038462516386061907,0.0038462516386061907,0.0038462516386061907,0.0038462516386061907,0.0038462516386061907,0.0038462516386061907,0.0038462516386061907,0.1038464680314064,0.0038462516386061907,0.0038462516386061907,0.0038462516386061907,0.603856086730957,0.0038462516386061907,0.0038462516386061907,0.0038462516386061907,0.0038462516386061907,0.0038462516386061907,0.0038462516386061907,92,12,1,NAG
577,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.5192304849624634,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,13,2,1,NAG
2738,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,3,1,1,NAG
2054,0.21567049622535706,0.17540504038333893,0.0013737365370616315,0.0013737365370616315,0.07734668254852295,0.0013737365370616315,0.07280310988426207,0.0013737365370616315,0.0013737365370616315,0.0013737365370616315,0.0013737365370616315,0.0013737365370616315,0.0013737365370616315,0.0013737365370616315,0.0013737365370616315,0.037084419280290604,0.0013737365370616315,0.03707076609134674,0.0013737365370616315,0.07279603183269501,0.0013737365370616315,0.0013737365370616315,0.0013737365370616315,0.0013737365370616315,0.17995280027389526,0.1085171103477478,376,47,1,NAG
1991,0.019230961799621586,0.019230961799621586,0.019230961799621586,0.019230961799621586,0.019230961799621586,0.019230961799621586,0.019230961799621586,0.019230961799621586,0.019230961799621586,0.019230961799621586,0.019230961799621586,0.019230961799621586,0.019230961799621586,0.019230961799621586,0.019230961799621586,0.019230961799621586,0.019230961799621586,0.019230961799621586,0.019230961799621586,0.019230961799621586,0.019230961799621586,0.019230961799621586,0.5192258954048157,0.019230961799621586,0.019230961799621586,0.019230961799621586,13,2,1,NAG
787,0.00961568672209978,0.5096117854118347,0.00961568672209978,0.00961568672209978,0.00961568672209978,0.00961568672209978,0.00961568672209978,0.00961568672209978,0.00961568672209978,0.00961568672209978,0.00961568672209978,0.00961568672209978,0.00961568672209978,0.00961568672209978,0.00961568672209978,0.00961568672209978,0.00961568672209978,0.25961172580718994,0.00961568672209978,0.00961568672209978,0.00961568672209978,0.00961568672209978,0.00961568672209978,0.00961568672209978,0.00961568672209978,0.00961568672209978,72,9,1,NAG
1080,0.004807802848517896,0.004807802848517896,0.004807802848517896,0.004807802848517896,0.1297999769449234,0.004807802848517896,0.004807802848517896,0.004807802848517896,0.004807802848517896,0.6298106908798218,0.004807802848517896,0.004807802848517896,0.004807802848517896,0.004807802848517896,0.12980984151363373,0.004807802848517896,0.004807802848517896,0.004807802848517896,0.004807802848517896,0.004807802848517896,0.004807802848517896,0.004807802848517896,0.004807802848517896,0.004807802848517896,0.004807802848517896,0.004807802848517896,101,14,1,NAG
3210,0.006410479079931974,0.1730768233537674,0.006410479079931974,0.006410479079931974,0.006410479079931974,0.17306692898273468,0.006410479079931974,0.006410479079931974,0.006410479079931974,0.1824372261762619,0.006410479079931974,0.006410479079931974,0.006410479079931974,0.006410479079931974,0.1637183278799057,0.006410479079931974,0.006410479079931974,0.006410479079931974,0.006410479079931974,0.006410479079931974,0.006410479079931974,0.006410479079931974,0.006410479079931974,0.006410479079931974,0.006410479079931974,0.1730806678533554,85,14,1,NAG
233,0.012820561416447164,0.6794859766960144,0.012820561416447164,0.012820561416447164,0.012820561416447164,0.012820561416447164,0.012820561416447164,0.012820561416447164,0.012820561416447164,0.012820561416447164,0.012820561416447164,0.012820561416447164,0.012820561416447164,0.012820561416447164,0.012820561416447164,0.012820561416447164,0.012820561416447164,0.012820561416447164,0.012820561416447164,0.012820561416447164,0.012820561416447164,0.012820561416447164,0.012820561416447164,0.012820561416447164,0.012820561416447164,0.012820561416447164,17,3,1,NAG
